ID Afiliado;Nombre Afiliado;Edad;Ingresos;Antigüedad como afiliado (años);NIT Empresa empleadora;Nombre Empresa empleadora;Categoría;Departamento;Ciudad;Dirección de residencia;Número de hijos;Con quien vive;Tipo de vivienda;Tipo de suelo;Estado civil;Género;Tiene Mascotas
AF-001084;Rafael Ortiz Rojas;37;$5.030.000;1;947019021-4;Demo Logística Andina SAS;B;Antioquia;Medellín;Calle 13 #104-85, Barrio La Floresta;1;Pareja;Propia;Urbano;Unión Libre;Hombre;Sí
AF-001085;Isabella Karen Arias Gómez;43;$6.027.000;5;954385462-2;Demo Mantenimiento Estratégico S.A.;B;Putumayo;Mocoa;Avenida 153 #78-90, Apto 914, Barrio La Floresta;3;"Abuelos; Padres; Hijos";Arriendo;Urbano;Soltero;Mujer;Sí
AF-001086;Jonathan Hernández Molina;53;$4.223.000;10;908599090-8;Demo Educación Futuro S.A.S.;B;Atlántico;Barranquilla;Diagonal 65 #48-92, Barrio Los Pinos;3;"Pareja; Hijos";Familiar;Urbano;Unión Libre;Hombre;Sí
AF-001087;María Marcela Pineda Ospina;25;$4.059.000;1;945716021-7;Demo Servicios del Occidente Ltda.;B;Valle del Cauca;Cali;Avenida 171 #106-12, Barrio El Porvenir;2;Hijos;Familiar;Urbano;Soltero;Mujer;Sí
AF-001088;Liliana Johanna Ramírez Castro;33;$5.559.000;7;954385462-2;Demo Mantenimiento Estratégico S.A.;B;Norte de Santander;Cúcuta;Diagonal 10 #79-51, Barrio La Arboleda;0;Padres;Arriendo;Urbano;Soltero;Mujer;No
AF-001089;Karen Manuela Ospina Jiménez;56;$5.543.000;7;847968494-2;Demo Infraestructura Nacional Ltda.;B;Antioquia;Medellín;Avenida 140 #109-49, Apto 319, Barrio Ciudad Jardín;2;Hijos;Arriendo;Urbano;Separado;Mujer;Sí
AF-001090;Jonathan Jiménez Mendoza;30;$2.994.000;12;976203596-0;Demo Alimentos del Centro Ltda.;A;Norte de Santander;Cúcuta;Transversal 71 #71-8, Barrio Centro;2;Hijos;Propia;Urbano;Soltero;Hombre;No
AF-001091;Paula Liliana Jiménez Parra;37;$2.834.000;7;814185903-2;Demo Soluciones Verdes S.A.S.;A;Cauca;Popayán;Avenida 127 #20-87, Apto 1289, Barrio El Recreo;1;Hijos;Familiar;Urbano;Soltero;Mujer;Sí
AF-001092;Iván Pardo Herrera;41;$1.886.000;9;874329077-1;Demo Distribuciones Altamira Ltda.;A;Bogotá D.C.;Bogotá D.C.;Avenida 23 #17-4, Barrio Los Pinos;3;"Padres; Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-001093;Elena Muñoz Cifuentes;29;$2.955.000;4;947019021-4;Demo Logística Andina SAS;A;Valle del Cauca;Cali;Diagonal 17 #103-92, Barrio El Prado;1;"Padres; Pareja; Hijos";Propia;Urbano;Unión Libre;Mujer;No
AF-001094;Tomás Mendoza Pineda;27;$2.901.000;9;975716056-3;Demo Manufacturas Capital Ltda.;A;Bolívar;Magangué;Carrera 175 #106-53, Barrio El Recreo;0;Pareja;Arriendo;Urbano;Casado;Hombre;Sí
AF-001095;Elena Gómez Rojas;37;$2.870.000;10;907432753-1;Demo Alimentos del Centro Ltda.;A;Cauca;Popayán;Transversal 109 #92-83, Barrio El Recreo;1;Pareja;Familiar;Urbano;Casado;Mujer;Sí
AF-001096;Santiago Álvaro Álvarez Vargas;43;$5.426.000;21;947019021-4;Demo Logística Andina SAS;B;Bolívar;Cartagena;Avenida 70 #61-54, Barrio San Martín;3;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-001097;Diego Kevin Cortés Ortiz;29;$3.236.000;9;865686587-3;Demo Agroindustria del Valle SAS;A;Cundinamarca;Soacha;Vereda El Porvenir, Finca Los Naranjos, km 3;1;"Padres; Hijos";Propia;Rural;Soltero;Hombre;Sí
AF-001098;Fernando Santiago Valencia Herrera;56;$2.236.000;0;865588295-8;Demo Comercializadora Pacífico S.A.;A;Córdoba;Lorica;Avenida 114 #54-20, Apto 527, Barrio Las Palmas;3;Padres;Familiar;Urbano;Casado;Hombre;No
AF-001099;Edwin Herrera Muñoz;56;$2.412.000;6;947019021-4;Demo Logística Andina SAS;A;Antioquia;Medellín;Calle 69 #7-31, Apto 1459, Barrio Villa Nueva;Más de 4;"Padres; Pareja";Arriendo;Urbano;Separado;Hombre;No
AF-001100;Viviana Álvarez Castro;24;$2.863.000;1;983038755-3;Demo Farmacéutica Horizonte Ltda.;A;Valle del Cauca;Cali;Carrera 168 #103-73, Barrio La Victoria;0;Padres;Arriendo;Urbano;Separado;Mujer;Sí
AF-001101;Luis Jiménez Mendoza;36;$2.536.000;3;955275268-1;Demo Transporte Metropolitano Ltda.;A;Antioquia;Bello;Calle 138 #120-64, Barrio Santa Ana;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;No
AF-001102;Wilson Carlos Rojas Pineda;44;$4.745.000;7;947019021-4;Demo Logística Andina SAS;B;Valle del Cauca;Cali;Calle 159 #61-4, Apto 1019, Barrio Santa Ana;2;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-001103;Sara Jiménez Acosta;54;$2.128.000;8;930736264-0;Demo Transporte Metropolitano Ltda.;A;Bogotá D.C.;Bogotá D.C.;Carrera 21 #118-10, Barrio Villa Nueva;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;No
AF-001104;Adriana Medina Molina;47;$2.233.000;2;907599250-6;Demo Servicios Horizonte S.A.S.;A;Tolima;Ibagué;Carrera 115 #78-99, Barrio La Arboleda;1;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;Sí
AF-001105;Brayan Arias Cortés;51;$2.248.000;1;814185903-2;Demo Soluciones Verdes S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Carrera 53 #107-58, Apto 1207, Barrio Santa Ana;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;No
AF-001106;Kevin Pardo Caicedo;38;$1.837.000;8;837358686-6;Demo Comercializadora Pacífico S.A.;A;Cauca;Santander de Quilichao;Carrera 37 #95-70, Apto 1454, Barrio Los Alpes;3;"Pareja; Hijos";Propia;Urbano;Unión Libre;Hombre;Sí
AF-001107;Valentina Pineda Castro;36;$1.811.000;2;923203127-7;Demo Soluciones Documentales S.A.;A;Valle del Cauca;Cali;Diagonal 156 #93-62, Barrio Los Pinos;1;Abuelos;Propia;Urbano;Soltero;Mujer;No
AF-001108;Manuela Claudia Ruiz Pineda;39;$2.365.000;0;955275268-1;Demo Transporte Metropolitano Ltda.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 129 #75-81, Apto 1796, Barrio La Esperanza;2;Hijos;Familiar;Urbano;Soltero;Mujer;Sí
AF-001109;Patricia Cardona Molina;39;$2.730.000;2;873844841-7;Demo Alimentos y Bebidas Origen S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Transversal 138 #27-52, Apto 456, Barrio La Arboleda;1;Pareja;Propia;Urbano;Casado;Mujer;Sí
AF-001110;Alejandra Mendoza Vargas;40;$4.771.000;2;874329077-1;Demo Distribuciones Altamira Ltda.;B;Bogotá D.C.;Bogotá D.C.;Avenida 39 #7-41, Barrio La Arboleda;1;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;Sí
AF-001111;Yolanda Cortés Muñoz;61;$4.450.000;13;971027486-6;Demo Mantenimiento Estratégico S.A.;B;Bogotá D.C.;Bogotá D.C.;Avenida 35 #103-6, Apto 681, Barrio La Floresta;1;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;Sí
AF-001112;Fernanda Laura Salazar Montoya;47;$2.797.000;0;908599090-8;Demo Educación Futuro S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 124 #65-82, Barrio San Martín;2;Hijos;Propia;Urbano;Separado;Mujer;Sí
AF-001113;Lorena Navarro Vargas;36;$2.709.000;2;874329077-1;Demo Distribuciones Altamira Ltda.;A;Bogotá D.C.;Bogotá D.C.;Calle 161 #52-44, Barrio Los Alpes;2;"Padres; Pareja; Hijos";Familiar;Urbano;Unión Libre;Mujer;Sí
AF-001114;Carolina Rodríguez Valencia;50;$2.041.000;12;983800144-1;Demo Agroindustria del Valle SAS;A;Bogotá D.C.;Bogotá D.C.;Avenida 104 #75-46, Barrio Las Palmas;1;"Pareja; Hijos";Familiar;Urbano;Soltero;Mujer;Sí
AF-001115;Felipe González Suárez;65;$2.373.000;1;830923505-1;Demo Manufacturas Capital Ltda.;A;Meta;Villavicencio;Transversal 64 #19-95, Apto 536, Barrio Centro;2;Hijos;Propia;Urbano;Separado;Hombre;Sí
AF-001116;Santiago Medina Bermúdez;28;$4.835.000;4;876089951-0;Demo Educación Futuro S.A.S.;B;Tolima;Espinal;Avenida 64 #114-28, Apto 264, Barrio San Martín;2;"Padres; Pareja; Hijos";Familiar;Urbano;Unión Libre;Hombre;No
AF-001117;Miguel Sebastián Pineda Navarro;25;$3.632.000;1;947019021-4;Demo Logística Andina SAS;B;Antioquia;Medellín;Carrera 179 #101-41, Barrio San Martín;2;"Pareja; Hijos";Familiar;Urbano;Casado;Hombre;Sí
AF-001118;Jorge Caicedo Romero;51;$2.732.000;3;947019021-4;Demo Logística Andina SAS;A;Cundinamarca;Soacha;Calle 86 #46-77, Barrio Nueva Colombia;1;Hijos;Familiar;Urbano;Soltero;Hombre;No
AF-001119;Gloria Álvarez Mendoza;28;$6.168.000;10;907599250-6;Demo Servicios Horizonte S.A.S.;B;Antioquia;Bello;Diagonal 8 #74-30, Barrio Ciudad Jardín;0;Pareja;Arriendo;Urbano;Soltero;Mujer;Sí
AF-001120;Cristian Germán Álvarez Ruiz;51;$2.297.000;16;903699849-1;Demo Turismo y Experiencias S.A.;A;Cauca;Popayán;Carrera 75 #7-8, Barrio San José;1;Hijos;Arriendo;Urbano;Soltero;Hombre;No
AF-001121;Diana Rosa Muñoz Salazar;24;$4.559.000;6;907599250-6;Demo Servicios Horizonte S.A.S.;B;Magdalena;Santa Marta;Calle 34 #14-9, Barrio La Campiña;0;Padres;Propia;Urbano;Soltero;Mujer;No
AF-001122;Alexander Óscar Moreno León;34;$2.373.000;8;808989787-3;Demo Transporte Metropolitano Ltda.;A;Bolívar;Cartagena;Vereda Los Alpes, Finca Los Naranjos, km 10;0;Pareja;Arriendo;Rural;Unión Libre;Hombre;Sí
AF-001123;Jonathan Alejandro León León;22;$2.641.000;4;819228621-5;Demo Seguridad y Control S.A.S.;A;Nariño;Pasto;Carrera 148 #52-33, Barrio Ciudad Jardín;0;Padres;Arriendo;Urbano;Soltero;Hombre;Sí
AF-001124;Andrea Bermúdez Castaño;29;$2.586.000;7;907599250-6;Demo Servicios Horizonte S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Transversal 34 #22-26, Barrio La Victoria;1;"Padres; Hijos";Familiar;Urbano;Soltero;Mujer;No
AF-001125;Jonathan Bermúdez Molina;53;$2.786.000;2;896976150-6;Demo Soluciones de Movilidad Ltda.;A;Bogotá D.C.;Bogotá D.C.;Calle 21 #58-74, Apto 611, Barrio Santa Ana;3;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-001126;Catalina Jiménez Castro;40;$2.509.000;9;908541888-8;Demo Gestión Ambiental SAS;A;Valle del Cauca;Palmira;Calle 138 #72-31, Apto 316, Barrio El Recreo;2;Pareja;Familiar;Urbano;Casado;Mujer;Sí
AF-001127;Johanna Romero Herrera;43;$2.038.000;2;910092002-1;Demo Comercial del Norte S.A.S.;A;Valle del Cauca;Cali;Calle 86 #107-84, Apto 1362, Barrio El Porvenir;2;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;No
AF-001128;Alexander Javier Herrera Cabrera;31;$4.559.000;11;907599250-6;Demo Servicios Horizonte S.A.S.;B;Antioquia;Medellín;Carrera 21 #67-64, Barrio La Campiña;0;Pareja;Propia;Urbano;Casado;Hombre;Sí
AF-001129;Sofía Moreno Salazar;22;$5.488.000;1;865588295-8;Demo Comercializadora Pacífico S.A.;B;Antioquia;Medellín;Transversal 154 #30-44, Barrio La Victoria;0;Padres;Arriendo;Urbano;Casado;Mujer;No
AF-001130;Samuel Montoya Díaz;53;$2.338.000;4;814377706-2;Demo Alimentos del Centro Ltda.;A;Bogotá D.C.;Bogotá D.C.;Carrera 109 #46-63, Barrio El Bosque;3;"Pareja; Hijos";Familiar;Urbano;Casado;Hombre;Sí
AF-001131;Camila Bustos Ruiz;33;$10.659.000;13;911881192-1;Demo Servicios del Occidente Ltda.;C;Valle del Cauca;Cali;Diagonal 131 #30-69, Barrio Nueva Colombia;0;"Abuelos; Pareja";Propia;Urbano;Unión Libre;Mujer;Sí
AF-001132;Ricardo Wilson Bermúdez Álvarez;33;$8.788.000;0;876385544-5;Demo Distribuciones Altamira Ltda.;C;Córdoba;Lorica;Transversal 7 #26-27, Apto 505, Barrio El Recreo;1;"Pareja; Hijos";Propia;Urbano;Unión Libre;Hombre;Sí
AF-001133;Dani Sam Salazar Torres;48;$4.481.000;7;830923505-1;Demo Manufacturas Capital Ltda.;B;Risaralda;Pereira;Transversal 18 #116-32, Barrio El Recreo;1;Pareja;Arriendo;Urbano;Casado;No especifica;Sí
AF-001134;Alejandra Torres Cardona;27;$4.774.000;9;890849770-7;Demo Tecnología Prisma S.A.;B;Antioquia;Medellín;Carrera 40 #46-25, Barrio Nueva Colombia;0;"Padres; Pareja";Arriendo;Urbano;Soltero;Mujer;No
AF-001135;Martha Pérez Romero;53;$12.724.000;2;900018166-8;Demo Procesos Industriales Sigma SAS;C;Valle del Cauca;Cali;Avenida 174 #61-49, Apto 446, Barrio La Castellana;1;Hijos;Arriendo;Urbano;Viudo;Mujer;No
AF-001136;Valentina Marcela Gómez Quintero;43;$4.702.000;3;978370446-6;Demo Construcciones Nova SAS;B;Antioquia;Rionegro;Transversal 78 #41-66, Apto 181, Barrio El Bosque;Más de 4;Hijos;Propia;Urbano;Casado;Mujer;Sí
AF-001137;Paula Sara Rodríguez Vargas;25;$5.971.000;7;907599250-6;Demo Servicios Horizonte S.A.S.;B;Guainía;Inírida;Transversal 147 #57-87, Barrio El Prado;1;Padres;Arriendo;Urbano;Soltero;Mujer;No
AF-001138;Cristian García Muñoz;51;$5.689.000;2;944833963-7;Demo Operaciones del Caribe SAS;B;Bogotá D.C.;Bogotá D.C.;Avenida 84 #91-23, Barrio Nueva Colombia;Más de 4;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-001139;David Alexander Bermúdez García;45;$3.896.000;5;900723063-1;Demo Farmacéutica Horizonte Ltda.;B;Magdalena;Santa Marta;Calle 88 #4-80, Barrio San José;2;Pareja;Propia;Urbano;Casado;Hombre;Sí
AF-001140;Tomás Camilo Bermúdez Romero;35;$2.106.000;15;907599250-6;Demo Servicios Horizonte S.A.S.;A;Atlántico;Barranquilla;Avenida 149 #103-44, Apto 1251, Barrio Los Alpes;3;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-001141;Miguel Jhon Díaz López;36;$2.776.000;12;978370446-6;Demo Construcciones Nova SAS;A;Bolívar;Cartagena;Carrera 66 #92-70, Barrio El Porvenir;0;Pareja;Familiar;Urbano;Unión Libre;Hombre;Sí
AF-001142;Tomás López Pineda;35;$5.655.000;1;952582906-8;Demo Construcciones Nova SAS;B;Bogotá D.C.;Bogotá D.C.;Vereda La Esperanza, Finca El Recuerdo, km 5;2;"Abuelos; Hijos";Propia;Rural;Separado;Hombre;Sí
AF-001143;Diana Cortés Jiménez;30;$3.031.000;4;907599250-6;Demo Servicios Horizonte S.A.S.;A;Caldas;La Dorada;Calle 32 #33-73, Apto 686, Barrio La Campiña;2;Hijos;Familiar;Urbano;Soltero;Mujer;Sí
AF-001144;Lorena Sandra Caicedo Sánchez;33;$1.952.000;3;947019021-4;Demo Logística Andina SAS;A;Atlántico;Soledad;Transversal 71 #18-91, Barrio La Esperanza;2;"Padres; Pareja; Hijos";Familiar;Urbano;Unión Libre;Mujer;Sí
AF-001145;Elena Alejandra Ospina García;50;$2.798.000;1;892846205-0;Demo Operaciones Mineras Demo Ltda.;A;Antioquia;Medellín;Calle 82 #5-67, Barrio Santa Ana;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-001146;Álvaro Javier Vélez Medina;38;$5.647.000;9;814185903-2;Demo Soluciones Verdes S.A.S.;B;Valle del Cauca;Cali;Carrera 15 #66-94, Barrio La Esperanza;0;Padres;Arriendo;Urbano;Soltero;Hombre;Sí
AF-001147;Alejandro Muñoz Caicedo;29;$2.794.000;3;874270675-1;Demo Servicios Financieros Demo S.A.S.;A;Córdoba;Montería;Avenida 5 #58-72, Apto 894, Barrio Centro;1;Hijos;Arriendo;Urbano;Soltero;Hombre;Sí
AF-001148;Valentina Andrea Rojas Montoya;38;$3.951.000;13;900018166-8;Demo Procesos Industriales Sigma SAS;B;Risaralda;Dosquebradas;Diagonal 16 #69-77, Barrio La Floresta;2;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-001149;Brayan Ramírez Valencia;25;$4.140.000;0;923203127-7;Demo Soluciones Documentales S.A.;B;Atlántico;Soledad;Calle 153 #43-69, Apto 370, Barrio El Bosque;3;Hijos;Arriendo;Urbano;Soltero;Hombre;Sí
AF-001150;Alexander Muñoz Cifuentes;33;$2.516.000;6;966472726-8;Demo Energía y Redes S.A.S.;A;Valle del Cauca;Cali;Carrera 124 #37-16, Barrio La Victoria;2;Pareja;Arriendo;Urbano;Soltero;Hombre;No
AF-001151;Nicolás Alejandro Romero Ortiz;43;$2.647.000;14;952582906-8;Demo Construcciones Nova SAS;A;Valle del Cauca;Cali;Avenida 112 #105-26, Apto 993, Barrio La Floresta;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;No
AF-001152;Tatiana Ospina Moreno;48;$5.520.000;6;945315636-5;Demo Seguridad y Control S.A.S.;B;Huila;Neiva;Calle 162 #92-7, Apto 847, Barrio La Floresta;0;Abuelos;Familiar;Urbano;Soltero;Mujer;Sí
AF-001153;Luisa Karen Arias Díaz;38;$2.425.000;13;907432753-1;Demo Alimentos del Centro Ltda.;A;Norte de Santander;Cúcuta;Carrera 38 #48-81, Apto 1706, Barrio El Porvenir;1;Hijos;Arriendo;Urbano;Separado;Mujer;No
AF-001154;Daniela Valencia Medina;40;$2.545.000;1;945315636-5;Demo Seguridad y Control S.A.S.;A;Huila;Neiva;Avenida 75 #3-34, Apto 1471, Barrio Ciudad Jardín;1;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-001155;Mónica Alejandra González Pardo;35;$2.762.000;2;907432753-1;Demo Alimentos del Centro Ltda.;A;Cauca;Popayán;Calle 128 #69-13, Apto 232, Barrio Santa Ana;2;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;Sí
AF-001156;Miguel Torres Cifuentes;37;$2.867.000;3;830923505-1;Demo Manufacturas Capital Ltda.;A;Cundinamarca;Soacha;Calle 25 #60-99, Apto 1423, Barrio El Bosque;0;Padres;Familiar;Urbano;Soltero;Hombre;No
AF-001157;Santiago Edwin González Gómez;31;$2.402.000;8;977165882-2;Demo Ingeniería Integral S.A.S.;A;Norte de Santander;Cúcuta;Carrera 10 #35-57, Apto 1212, Barrio Villa Nueva;0;Pareja;Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-001158;Adriana Claudia Pérez Cabrera;26;$4.396.000;8;947019021-4;Demo Logística Andina SAS;B;Magdalena;Santa Marta;Transversal 66 #28-30, Barrio San Martín;0;"Padres; Pareja";Arriendo;Urbano;Soltero;Mujer;No
AF-001159;Juliana Mónica Medina Álvarez;49;$3.313.000;12;945315636-5;Demo Seguridad y Control S.A.S.;A;Risaralda;Pereira;Avenida 107 #92-44, Apto 1509, Barrio Villa Nueva;0;Abuelos;Propia;Urbano;Separado;Mujer;No
AF-001160;Jhon Vargas Herrera;34;$2.312.000;11;947019021-4;Demo Logística Andina SAS;A;Santander;Bucaramanga;Carrera 169 #32-44, Apto 408, Barrio Los Pinos;3;Hijos;Arriendo;Urbano;Soltero;Hombre;Sí
AF-001161;Miguel Óscar Vélez Pardo;21;$3.890.000;3;821361154-2;Demo Operaciones del Caribe SAS;B;Magdalena;Ciénaga;Vereda El Carmen, Finca El Refugio, km 18;0;"Abuelos; Padres; Pareja";Arriendo;Rural;Soltero;Hombre;No
AF-001162;Lorena León Suárez;40;$2.489.000;0;927195966-9;Demo Consultoría Ápice S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 73 #56-84, Barrio La Floresta;3;Pareja;Familiar;Urbano;Casado;Mujer;No
AF-001163;Paula Gómez Gómez;60;$2.547.000;3;924149228-5;Demo Servicios Financieros Demo S.A.S.;A;Antioquia;Medellín;Calle 33 #51-88, Barrio La Arboleda;1;Hijos;Arriendo;Urbano;Soltero;Mujer;No
AF-001164;Juliana Johanna Quintero Gómez;29;$13.614.000;3;865940169-7;Demo Seguridad y Control S.A.S.;C;Bogotá D.C.;Bogotá D.C.;Calle 66 #32-63, Apto 421, Barrio Centro;1;"Padres; Pareja; Hijos";Propia;Urbano;Unión Libre;Mujer;Sí
AF-001165;Camilo Vargas Vargas;29;$5.094.000;2;853039437-9;Demo Comercial del Norte S.A.S.;B;Atlántico;Soledad;Diagonal 80 #23-70, Barrio La Esperanza;0;Padres;Arriendo;Urbano;Soltero;Hombre;No
AF-001166;Esteban Arias Ortiz;41;$5.371.000;8;807703269-9;Demo Construcciones Nova SAS;B;Antioquia;Medellín;Diagonal 155 #40-59, Barrio Ciudad Jardín;1;Hijos;Arriendo;Urbano;Soltero;Hombre;No
AF-001167;Camila Álvarez Ospina;32;$3.138.000;4;847968494-2;Demo Infraestructura Nacional Ltda.;A;Valle del Cauca;Cali;Carrera 41 #115-40, Barrio San José;0;Padres;Familiar;Urbano;Soltero;Mujer;No
AF-001168;Manuel Quintero Parra;52;$3.518.000;0;976076773-2;Demo Operaciones del Caribe SAS;B;Antioquia;Medellín;Carrera 101 #53-77, Barrio La Campiña;2;Hijos;Propia;Urbano;Casado;Hombre;Sí
AF-001169;Yolanda Parra Herrera;64;$2.561.000;10;930736264-0;Demo Transporte Metropolitano Ltda.;A;Antioquia;Medellín;Calle 18 #107-9, Barrio La Castellana;1;Hijos;Arriendo;Urbano;Soltero;Mujer;Sí
AF-001170;Javier Restrepo Quintero;36;$3.863.000;1;873844841-7;Demo Alimentos y Bebidas Origen S.A.S.;B;Bogotá D.C.;Bogotá D.C.;Calle 146 #119-32, Barrio La Arboleda;3;Hijos;Propia;Urbano;Separado;Hombre;Sí
AF-001171;Valentina Ana Vargas Molina;54;$3.066.000;8;921244871-7;Demo Redes y Conectividad S.A.;A;Cesar;Valledupar;Carrera 59 #111-77, Apto 546, Barrio San Martín;0;Pareja;Arriendo;Urbano;Casado;Mujer;No
AF-001172;Sara Ana Molina León;43;$3.216.000;5;865588295-8;Demo Comercializadora Pacífico S.A.;A;Huila;Neiva;Carrera 88 #60-92, Apto 677, Barrio La Esperanza;0;Abuelos;Propia;Urbano;Separado;Mujer;No
AF-001173;Javier Quintero Ramírez;50;$2.519.000;4;807703269-9;Demo Construcciones Nova SAS;A;Bogotá D.C.;Bogotá D.C.;Transversal 106 #116-47, Apto 1466, Barrio Villa Nueva;Más de 4;Pareja;Arriendo;Urbano;Casado;Hombre;Sí
AF-001174;Julián Manuel Vargas López;28;$2.550.000;2;907432753-1;Demo Alimentos del Centro Ltda.;A;Bogotá D.C.;Bogotá D.C.;Carrera 58 #53-72, Barrio Los Alpes;1;"Padres; Pareja; Hijos";Familiar;Urbano;Casado;Hombre;Sí
AF-001175;Gloria Rodríguez Pardo;37;$4.639.000;1;924415025-8;Demo Operaciones Mineras Demo Ltda.;B;Valle del Cauca;Buenaventura;Vereda El Porvenir, Finca La Esperanza, km 18;1;"Padres; Hijos";Propia;Rural;Separado;Mujer;No
AF-001176;Valentina Pineda Caicedo;34;$5.118.000;1;874329077-1;Demo Distribuciones Altamira Ltda.;B;Antioquia;Medellín;Diagonal 107 #31-12, Barrio Villa Nueva;3;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-001177;Laura Pineda Rodríguez;31;$5.753.000;5;885059871-4;Demo Salud Integral Colombia SAS;B;Quindío;Armenia;Avenida 127 #107-36, Barrio La Floresta;1;"Padres; Hijos";Arriendo;Urbano;Soltero;Mujer;Sí
AF-001178;Fernanda Valencia Cabrera;40;$2.985.000;7;907599250-6;Demo Servicios Horizonte S.A.S.;A;Valle del Cauca;Cali;Avenida 129 #79-21, Barrio La Victoria;1;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;No
AF-001179;Paula Manuela González Ospina;57;$2.171.000;1;907432753-1;Demo Alimentos del Centro Ltda.;A;Antioquia;Medellín;Avenida 2 #21-76, Barrio El Prado;3;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;No
AF-001180;Liliana Navarro Quintero;30;$9.569.000;12;818143241-1;Demo Tecnología Prisma S.A.;C;Antioquia;Medellín;Carrera 79 #37-12, Barrio Nueva Colombia;0;Pareja;Familiar;Urbano;Casado;Mujer;Sí
AF-001181;Juliana Torres González;43;$3.303.000;15;821361154-2;Demo Operaciones del Caribe SAS;A;Nariño;Ipiales;Transversal 68 #35-58, Barrio Los Alpes;2;Hijos;Arriendo;Urbano;Soltero;Mujer;No
AF-001182;Paula Cárdenas Castro;60;$11.292.000;2;818143241-1;Demo Tecnología Prisma S.A.;C;Norte de Santander;Ocaña;Transversal 40 #90-8, Apto 1386, Barrio San José;2;Pareja;Propia;Urbano;Unión Libre;Mujer;Sí
AF-001183;Fernanda Cardona Moreno;21;$2.347.000;2;952582906-8;Demo Construcciones Nova SAS;A;Antioquia;Bello;Transversal 76 #16-65, Barrio El Porvenir;1;Hijos;Familiar;Urbano;Soltero;Mujer;Sí
AF-001184;Tomás Hernández Muñoz;44;$2.790.000;1;969371131-3;Demo Comercio Digital Uno S.A.;A;Putumayo;Mocoa;Avenida 18 #46-9, Apto 1629, Barrio San José;1;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-001185;Juliana Gabriela Ruiz Sánchez;52;$4.695.000;12;955275268-1;Demo Transporte Metropolitano Ltda.;B;Bogotá D.C.;Bogotá D.C.;Transversal 111 #89-89, Barrio Los Pinos;2;Pareja;Propia;Urbano;Unión Libre;Mujer;Sí
AF-001186;Liliana López Restrepo;31;$2.648.000;10;987942517-9;Demo Servicios Empresariales Nexo S.A.;A;Meta;Villavicencio;Carrera 124 #61-26, Apto 664, Barrio Ciudad Jardín;1;Hijos;Arriendo;Urbano;Soltero;Mujer;No
AF-001187;Andrés Rodríguez Caicedo;49;$2.409.000;7;947019021-4;Demo Logística Andina SAS;A;Valle del Cauca;Cali;Carrera 128 #90-31, Apto 851, Barrio La Floresta;1;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-001188;Karen Parra Vélez;35;$2.318.000;4;899808500-2;Demo Consultoría Ápice S.A.S.;A;Sucre;Corozal;Calle 152 #84-82, Apto 1012, Barrio San Martín;3;"Abuelos; Hijos";Arriendo;Urbano;Soltero;Mujer;No
AF-001189;Andrés Torres Cardona;56;$2.342.000;7;870289659-0;Demo Tecnología Prisma S.A.;A;Bolívar;Magangué;Vereda La Primavera, Finca Santa María, km 1;0;Abuelos;Propia;Rural;Soltero;Hombre;Sí
AF-001190;Sebastián Pérez Castro;50;$2.281.000;5;814377706-2;Demo Alimentos del Centro Ltda.;A;Bogotá D.C.;Bogotá D.C.;Transversal 2 #120-20, Barrio Nueva Colombia;2;Hijos;Propia;Urbano;Separado;Hombre;No
